group,key,val
20,AAAABBBCCCDDEEFGHIJK,8
20,AAAAAAAAABBBBBCCCDDE,0
20,AAAAABBBBCCCCDDDDEEE,0
20,AAAAAABBBCCCDDDEEFGH,0
20,AAAAABBBCCCDDEEFFGGH,0
20,AAAAAAAAAAABBBCCCDDE,0
20,AAAAAAAAAAABBBBBCCDD,0
20,AAAAAAAAABBBBBBBCCCD,0
20,AAAAABBBCCCDDDEEFGHI,0
20,AAABBCCDDEEFFGGHHIIJ,1
20,AAAAAAAABBBCCCDDEEFF,0
20,AAAAAAAAAAABBBBBBCDE,0
20,AAAAAAAAAABBCCDDEEFF,0
20,AAABBBCCCDEFGHIJKLMN,0
20,AAAAABBBBCCCDDEFGHIJ,0
20,AAAAAAAAABBBBBBBBBCC,0
20,AAAAAAAABBBBCCCCDEFG,0
20,AAAAAAAAAABBCCDDEFGH,0
20,AAAAAAABBBBBBBCCCDEF,0
20,AAABBBCDEFGHIJKLMNOP,0
20,AAAAAAAAAABBBBCCCCDD,0
20,AAAAAAAAAABBBBBBCCDE,0
20,AAAAAAAAAAAAAAAAABBC,0
20,AAAAAAABCDEFGHIJKLMN,0
20,AAAAAAAAABBCCDDEEFGH,0
20,AAAAABBBBBCCCDDDEFGH,0
20,AAAAAABBBCDEFGHIJKLM,0
20,AAAAAAAAABBBBBBCCCCD,0
20,AAAABBBBCCCDDDEEEFGH,0
20,AAAAAABBBBBCCCCCDDEE,0
20,AAAAAABBBBBBCCDDEEFF,0
20,AAAAAAAAABBBBBBCCCDD,0
20,AAAAAAAAAABBCCDEFGHI,0
20,AAAAAAABBBCCCDDDEFGH,0
20,AAAAAABBBBCCCCDDDEEE,0
20,AAAABBBBCCDDEEFFGGHH,0
20,AAAAAAAAAABBBBCCDEFG,0
20,AAAABBBCCCDDEEFFGGHI,1
20,AAAAAABBBBBBCCCDDEFG,0
20,AAAAAAABBBBCDEFGHIJK,0
20,AAAAABBBBBCCCCDDEEFG,0
20,AAAAAAABBBBBCCCCDDDD,0
20,AAAAAAABBBBBBCCCDDEE,0
20,AAAAAAABBCCDDEEFFGHI,0
20,AAAAAAAAAAAABBBBBCCD,0
20,AABBCDEFGHIJKLMNOPQR,0
20,AAAAAABBBBBCCCCDDDDE,0
20,AAAAAAAAABBBCCDDEFGH,0
20,AAAAAAABBBBBBCCCDDDE,0
20,AAAAABBBBBCCCCDDDEFG,0
20,AAAAAABBBBBBCCCCDDEF,0
20,AAAAAAAABBBBBCCDDEEF,0
20,AAAAAAABBBBBCCCCCDDD,0
20,AAAAABBBBBCCDDEEFFGG,0
20,AAAAAAAAAAABBCCDDEEF,0
20,AAAAAAABBCCDEFGHIJKL,0
20,AAABBCCDDEEFFGGHHIJK,0
20,AAAAAAAABBBBBCCDEFGH,0
20,AAAABBBCCCDDEEFFGGHH,0
20,AAAABBBBCCCCDDDDEFGH,0
20,AAAABBBBCCCCDDEEFFGH,0
20,AAAAAAAAAAAABBBCDEFG,0
20,AAAAABBBCCDDEEFGHIJK,4
20,AAAAAABBBBBCDEFGHIJK,0
20,AAAAAAAAAAAAABBBCCDE,0
20,AABBCCDDEEFFGGHIJKLM,4
20,AAAABBBBCDEFGHIJKLMN,0
20,AAAABBBBCCDDEEFFGHIJ,0
20,AAABBBCCCDDDEEFFGGHH,0
20,AAAAAAABBBBCCCDDEEFF,0
20,AAAAAAAAAAAAABBCCDEF,0
20,AAAAABBBBBCCCCDDDEEF,0
20,AAAAAAAAAAABBBBBBBCC,0
20,AAAAABBBBBCCDEFGHIJK,0
20,AAAAABBCCDDEEFFGGHHI,0
20,AAAAAAABBBBBCCCDEFGH,0
20,AAAAAAABBBBBCCDDEEFF,0
20,AAAAAAAAABBBBBBBCCDE,0
20,AAAAAAAAAAAABBCCDEFG,0
20,AAAAAAAABBBBBBCCCCCC,0
20,AAAAAAAAAABBBBBCCCCD,0
20,AAAAAAAAABBBBBBBBCCC,0
20,AAAAABBBBBCCCCCDDDDE,0
20,AAAAAABBBBCCCCDDEFGH,0
20,AAAAAAABBBBBBBCCCCCC,0
20,AAAAAABBBBCCCDEFGHIJ,0
20,AAAAAAAABBBBBCCCDEFG,0
20,AAAAAAAAAAAAABBBBCDE,0
20,AAAAAAABBBBCCDDEFGHI,0
20,AAAABBBBCCCCDDEFGHIJ,0
20,AAAAAABBBBCCDDEEFGHI,0
20,AAAABBBBCCDDEFGHIJKL,0
20,AAAAAAAAABBBBCCCDDEF,0
20,AAAAAAAAAABBBCCCDDDE,0
20,AAAAAAABBBBBCCCDDEEF,0
20,AAAAAAAAAAAAAAABBBCD,0
20,AAAAAAAAAAABBBCCDDEF,0
20,AAAAAAAABBBBBBBBCDEF,0
20,AAAAAABBBBBCCCDDDEEF,0
20,AAAABBCCDEFGHIJKLMNO,1
20,AAAAAAABBBBBBBCCCCDE,0
20,AAABBBCCCDDEEFFGHIJK,9
20,AAAAAAAABBCCDDEEFFGG,0
20,AABBCCDDEEFFGGHHIIJK,0
20,AAAAAAAAAAAAABBBCCCD,0
20,AAAAAAAAAAAABBBBBCCC,0
20,AAAAAAABBBBCCDDEEFFG,0
20,AAAAAAAAAAAAAAAAAAAA,0
20,AAAAABBBBCCCDDDEEFGH,0
20,AAAABBBBCCCCDDDEEEFF,0
20,AAAAAAAAAAAABBBBBBCD,0
20,AAAAABBBBCCCDDEEFFGG,0
20,AAAAAAAAAAAABBBCCDDE,0
20,AAAAAAAABBCCDEFGHIJK,0
20,AAAAAAAAAAAAAAABCDEF,0
20,AAAAAAAAABBBBCCCCDDD,0
20,AAAAABBBCCDDEEFFGGHI,0
20,AAAAAAAAAAAAAAAAAABC,0
20,AAAAAAAABBBCCDDEEFGH,0
20,AAAAAAAAABBBBBCCDDEF,0
20,AAAAAAAAAAABBBCCCDDD,0
20,AAAAAAAAAAABBBBCCDDE,0
20,AAAAAAAABBBBCCCCDDDE,0
20,AAAAAAAAAAAABBBBBBCC,0
20,AAAAAAAAAAABBBCCDEFG,0
20,AAAAAAABBBBBCCCCCDDE,0
20,AAAAABBBBCCCCDDEFGHI,0
20,AAAAAAAAAABBBCCDEFGH,0
20,AAAAAABBBBBBCCCCCCDE,0
20,AAAAABBBBCCCCDEFGHIJ,0
20,AAAAAAAAAAABBBBBBBBC,0
20,AAAAAAAAABBCCDDEFGHI,0
20,AAAABBBBCCCDDEEFFGGH,0
20,AAAAAABBBBBBCCDDEFGH,0
20,AAAAAAABBBBBBBCDEFGH,0
20,AAAAAAAAAABBBBBCDEFG,0
20,AAAAAAAABBBBBBBCCCCC,0
20,AAAAAAAABBBCCDEFGHIJ,0
20,AAAAAAAAAAAAAABBBCCD,0
20,AAAAAAAABBBBBBBCCDDE,0
20,AAAAAAAAAABBBBBBCCCD,0
20,AAAAAABBBBBBCCCCCDEF,0
20,AAAABBBCCCDDDEEEFFGH,0
20,AAAAAAAAAAAAAAAAABBB,0
20,AAAAAAAABBBBBBBBCCCC,0
20,AAAAAABBBBBCCDDEEFGH,0
20,AAAAAAABBBCDEFGHIJKL,0
20,AAAAAABBBBCCCCDDEEFF,0
20,AAAAAAAAAAABBCDEFGHI,0
20,AAAABBBCCCDDDEFGHIJK,1
20,AAAAABBBCCCDDEFGHIJK,0
20,AAAAABBBBCCCDEFGHIJK,0
20,AAAAAABBBBCCCCDDDDEE,0
20,AAAAAABBBCCCDDDEEFFG,0
20,AAAABBBCCCDDDEEEFGHI,0
20,AAAAAAABBBBBCDEFGHIJ,0
20,AAAAAABBBBCCCDDEEFGH,0
20,AAAAAAAABBBCCCDDDEFG,0
20,AAAAAAABBBBBBBCCCCDD,0
20,AAAAAAAAABBBBBBCCDEF,0
20,AAAAAAAAABBBBCDEFGHI,0
20,AAAAAAABBBBBBCCCCDEF,0
20,AAAAAAABBBBCCCDEFGHI,0
20,AAAAAABBBCCCDEFGHIJK,0
20,AAABBBCCCDDEEFGHIJKL,10
20,AAAAAABBBBCCCCDDDDEF,0
20,AAAAAAABBBBBBBCCCCCD,0
20,AAAABBCCDDEEFGHIJKLM,5
20,AAAAAAAABBBBBBCCCDEF,0
20,AAAAABBBBBCCDDEFGHIJ,0
20,AAAAAAAAAAAAAABBBCCC,0
20,AAAABBBBCCCCDDDEEFGH,0
20,AAAAAAAAABBBCCCDDDEF,0
20,AAAAABBBBCCDDEEFFGGH,0
20,AAAAAAAAAAABBBBCCCCD,0
20,AAAAABBBBBCCCDDDEEEF,0
20,AAAAAABBBBBCCCDDEEFG,0
20,AAAAABBBCCCDDDEEEFFG,0
20,AAAAAAAABBBCCCDDDEEE,0
20,AAAAAAAAAAAABBBBCCCD,0
20,AAAAABBBBBCCCCCDDDEE,0
20,AAAAAABBCCDEFGHIJKLM,0
20,AAAAAAAAAAAAABBCCDDE,0
20,AAAAAAAAAABBBBBBBBCD,0
20,AAAAAAAAABBBBBCCDDEE,0
20,AAAAABBCDEFGHIJKLMNO,1
20,AAAAAABBBBCCCDDDEFGH,0
20,AAAABCDEFGHIJKLMNOPQ,0
20,AAAAAAAAAABBBBBBBBBC,0
20,AAAABBBBCCCDDDEEFFGG,0
20,AAAAAAAAAABBBBBCCCCC,0
20,AAAABBCDEFGHIJKLMNOP,0
20,AAAAAAABBBBCCCDDDEEE,0
20,AAAAAAABBBBBBBCCDDEF,0
20,AAAAAAABBBCCCDDEEFFG,0
20,AAABBBCCCDDDEEFGHIJK,1
20,AAAAAAAAABBBBBBBBBCD,0
20,AAAAAAAAAAAAAAAABBBB,0
20,AAAABBBCCDDEFGHIJKLM,5
20,AAAAAAAAAAAABBBBBBBB,0
20,AAAAAAABBBBBCCCCDDEF,0
20,AAAAAAAAAAAABBBCCCDD,0
20,AAAAAAABBBBBBCCCDEFG,0
20,AAAAAABBBBBCCCCCDDDE,0
20,AAAAAAAAABBBBBBCCCCC,0
20,AAAAAAAABBBCCCDDEEFG,0
20,AAAAAAABBBCCDDEFGHIJ,0
20,AAAAAABBCCDDEEFFGGHI,0
20,AAAABBBBCCCDDEFGHIJK,0
20,AAAAABBBBCCCCDDEEFGH,0
20,AAAAAAAAAABBBBBBBCCD,0
20,AAAAAAABBBBBBCCCCCDE,0
20,AAAAAAAAAAAAABBBBBBB,0
20,AAAAAABBBCCCDDDEEEFG,0
20,AAAAAAAAAABBBBCCDDEE,0
20,AAAABBBBCCDDEEFFGGHI,0
20,AAAAABBBCCCDDEEFFGHI,0
20,AAAAAAAABBCDEFGHIJKL,0
20,AAAAAAAAAAABBBCCDDEE,0
20,AAABBCCDDEEFFGHIJKLM,13
20,AAAAAABBBCCDDEEFFGHI,0
20,AAAAAAAAABBBBCCDDEEF,0
20,AAAAAABBCCDDEEFFGGHH,0
20,AAAAABBBBBCCCDDEEFFG,0
20,AAAAABBCCDDEEFGHIJKL,3
20,AAAAAAABBBBBBCCCCCDD,0
20,AAAAAAAAAAAAABBBBCCC,0
20,AAAAAAAAAAABBBBBBBBB,0
20,AAAAAAAAAAAABBCCDDEF,0
20,AAAAAAAABBBBBCCCDDDE,0
20,AAAAAAAABBBBBBBBCCDD,0
20,AAABBBCCCDDDEEEFFGGH,0
20,AAAABBBBCCCDDDEEEFFG,0
20,AAAAAAAABBCCDDEEFGHI,0
20,AAAAABBBBBCCDDEEFGHI,0
20,AAAAAAAAAABBBCCCDDEE,0
20,AAAAAAAAAAABBBBBCCDE,0
20,AAAAAAAAAAAAAAAAAAAB,0
20,AAAAAABBBBCCCCDDDEFG,0
20,AAAAAAAABBBCDEFGHIJK,0
20,AAAAAAAABCDEFGHIJKLM,0
20,AAAAAAAAAAAAAAAABBCD,0
20,AAAAAABBBBBCCCDDDEFG,0
20,AAAABBBCDEFGHIJKLMNO,0
20,AAAAAAABBBBCCCCDDDDE,0
20,AAAAAAABBBBBCCCDDDEE,0
20,AAAAAABBBBBBCCDDEEFG,0
20,AAAAAAAAABBCDEFGHIJK,0
20,AAAAAAAAABBBCCCDEFGH,0
20,AAAAAAAAABBBBCCDDEFG,0
20,AAAAAAAAABBBBCCDEFGH,0
20,AAAAABBBCCCDDDEEEFGH,0
20,AAAAAAABBBBCCDDEEFGH,0
20,AAAAAAAABBBBBBBCCCDD,0
20,AAAAAAAAAABBBCCDDEEF,0
20,AAABCDEFGHIJKLMNOPQR,0
20,AAABBBCCDDEEFFGGHHIJ,2
20,AAAAAABBBBCCCCDDDEEF,0
20,AAAAAAAABBBBBBCCCCDE,0
20,AAAAABBBBBCDEFGHIJKL,0
20,AAAAAAABBCCDDEEFFGGH,0
20,AAAAAABBBBBBCCCCCDDD,0
20,AAAAAAABBBBCCCDDDEEF,0
20,AAAAAAABBBBBBBCCDEFG,0
20,AAAAAAAABBBBBCCCCDDD,0
20,AAAAAAAAABBBBBCCCDEF,0
20,AAAAAABBBBBCCCCDDEEF,0
20,AAAAABCDEFGHIJKLMNOP,0
20,AAAABBBCCDDEEFFGHIJK,13
20,AAAAAAABBBCCDDEEFFGG,0
20,AAAABBBBCCCDDEEFGHIJ,0
20,AAAAAAAAAAAAAABBCCDE,0
20,AAAAAABBBBBCCCDDDEEE,0
20,AAAAAAAAAAAAABBBBBBC,0
20,AAAAAAAAAAABBBBBCCCD,0
20,AAAAABBBBCCCDDDEEEFF,0
20,AAABBCCDDEFGHIJKLMNO,1
20,AAAABBBCCDDEEFGHIJKL,6
20,AAAABBBBCCCCDDEEFFGG,0
20,AAAAAAAABBBCCCDEFGHI,0
20,AAAAABBBCDEFGHIJKLMN,0
20,AAAAAAAABBBBCCCDDDEE,0
20,AAAAAABBBBBCCCDDEFGH,0
20,AAAAAAAAAAABBCCDDEFG,0
20,AAAAAAAAAABBBBBCCDEF,0
20,AAABBBCCCDDDEEEFFGHI,1
20,AAAAAAAABBBBBBCCCCDD,0
20,AAAAABBBBBCCCDEFGHIJ,0
20,AAAAAABBBBCCDDEFGHIJ,0
20,AAAAAABBBBBCCCCCDDDD,0
20,AAAAAABBBBBCCCCDDDEE,0
20,AAAAAABBBCCCDDEEFFGH,0
20,AAABBBCCCDDEEFFGGHHI,0
20,AAAAABBBBBCCCDDEFGHI,0
20,AAAAAAABBBBCCCCDDEEF,0
20,AAAAABBBBCCCCDDDEFGH,1
20,AAABBBCCCDDDEFGHIJKL,2
20,AAAABBBBCCDDEEFGHIJK,0
20,AAAAAAAABBBBCCCDEFGH,0
20,AAAAAABBBCCCDDDEEEFF,0
20,AAAAAAAABBBBBCCCCDEF,0
20,AAABBBCCDDEEFFGGHIJK,14
20,AAAAAABBBBBBCCCDDDEF,0
20,AAAABBBBCCCDDDEEFGHI,1
20,AAAAAAAABBBBCCDDEEFG,0
20,AAAAAAAABBBBBCCCCCDD,0
20,AAAAABBBBCCCCDDEEFFG,0
20,AAAAAAAAAABBBBBBCCCC,0
20,AAAAAAAABBBBBBBCDEFG,0
20,AAABBBCCDDEEFFGHIJKL,17
20,AAAAAAAAABBCCDDEEFFG,0
20,AAAAAABBBCCDDEEFFGGH,0
20,AAAAABBBCCCDDEEFGHIJ,3
20,AAAAAAAAAAAAABBCDEFG,0
20,AAAAAAAAAAABBBBBCCCC,0
20,AAAAABBBCCCDDDEEEFFF,0
20,AAAAABBBBBCCCCDDEFGH,0
20,AAAAABBBBCCCCDDDEEEF,0
20,AAABBCDEFGHIJKLMNOPQ,0
20,AAAAAAAAABBBBBCCCCCD,0
20,AAAAAAAABBBBBCCCDDEE,0
20,AAAAAABBBBBBCCDEFGHI,0
20,AAAAABBBBCCCDDDEEFFG,0
20,AAAAAABBBBCCCDDDEEFF,0
20,AAAAAAAAAAABBCCDEFGH,0
20,AAAAAAAAABBBBBBBBCCD,0
20,AAAAAABBCDEFGHIJKLMN,0
20,AAAAAAABBBBCCCDDEFGH,0
20,AAAAAAAAAABBBBCDEFGH,0
20,AAAABBBBCCCCDDDEEFFG,0
20,AAAAAAAAAAABBBBBCDEF,0
20,AAAAAABBBCCDDEFGHIJK,0
20,AAABBBCCDDEEFGHIJKLM,9
20,AAAAAAAAAABBBCCCDDEF,0
20,AAAAAAAAAAABBBCDEFGH,0
20,AAAAAAABBBBBBBCCDDEE,0
20,AAAAAAAAAAAABBBBBBBC,0
20,AAAAAAABBBBBBCCDDEFG,0
20,AAAAABBBBCCCDDEEFFGH,0
20,AAAAABBBBCCDEFGHIJKL,1
20,AAAAABBBBCCCCDDDDEFG,0
20,AAAAAABBBBCCCCDEFGHI,0
20,AAAAAABBBBBBCCCCDDDE,0
20,AAAAAAABBBCCCDDDEEFG,0
20,AAAAAAAABBBBCCCDDEEF,0
20,AAAAAABBBBCCDEFGHIJK,0
20,AAAAAAABBBCCCDDDEEFF,0
20,AAAAABBBBCCDDEFGHIJK,2
20,AAAAAAABBBBBBCCCDDEF,0
20,AAAAAAAAAAAAABBBBBCC,0
20,AAAAABBBBBCCDDEEFFGH,0
20,AAAAAAAAAAAAAAAABBCC,0
20,AAAABBCCDDEEFFGHIJKL,3
20,AAAAAAAAABBBBBCCCCDE,0
20,AAAABBBBCCCCDDDDEEEF,0
20,AAABBBCCCDDEEFFGGHIJ,1
20,AAAAAAABBBBCCDEFGHIJ,0
20,AAAAAAABBBBBBCCCCDDE,0
20,AAAAAAAABBBBBCCDDEFG,0
20,AAAABBCCDDEEFFGGHHII,0
20,AAAAABBBBBCCCCDDDEEE,0
20,AAAAAAAABBBBBBCCCDDD,0
20,AAAAAAAABBBBBBCCDDEE,0
20,AAAAAABBBBBBCCCCDEFG,0
20,AAAAAAABBBBBCCCCDDDE,0
20,AAABBBCCCDDEFGHIJKLM,1
20,AAAAAAAABBBBBCCCCCDE,0
20,AAAAAABBBBBBCDEFGHIJ,0
20,AAAAAAAAAAAAAABBCCDD,0
20,AAAAAABBBBBCCDEFGHIJ,0
20,AAAAABBBBBCCCDDDEEFG,0
20,AAAAAAAAAABBCDEFGHIJ,0
20,AAAABBBCCDDEEFFGGHHI,1
20,AAAAABBBBCCCCDDDEEFF,0
20,AAAAAAAAAABBBBBBBCDE,0
20,AAAAAAAABBBBBBBCCCDE,0
20,AAAAAAAAAAAAAABBBBCC,0
20,AAAAABBBBBCCCDDEEFGH,0
20,AAAABBCCDDEEFFGGHHIJ,1
20,AAAAAAABBBCCCDDEEFGH,0
20,AAAAAAAABBBBBBCCCDDE,0
20,AAAAAABBBBCCCDDEFGHI,0
20,AAAAAAAAAABBBBBCCDDE,0
20,AAAAAABBBCCCDDEFGHIJ,0
20,AAAAAAAAAAAAAABBBCDE,0
20,AAAAABBBCCCDDDEFGHIJ,0
20,AAAAAAAABBBBBBBBCCDE,0
20,AAABBCCDEFGHIJKLMNOP,0
20,AAAAABBBBBCCCCDEFGHI,0
20,AAAAAABBBBBCCDDEFGHI,0
20,AABBCCDDEEFFGGHHIJKL,2
20,AAAAAABBBBBCCCCDDDEF,0
20,AAAAAAAAAAAAAAABBBBC,0
20,AAAAAAAAABBBCCDDEEFG,0
20,AAABBBCCCDDDEEFFGGHI,1
20,AAAAAAAAABBBBBBBCDEF,0
20,AAAAAABBBBCCDDEEFFGG,0
20,AAAABBBBCCDEFGHIJKLM,0
20,AAAAAABBBBBBCCCDEFGH,0
20,AAAAAAAAAAAAAAABBCDE,0
20,AAAAAAABBCCDDEEFGHIJ,0
20,AAAAAABBBBCCCCDDEEFG,0
20,AAAAAAABBBBCCCCDDEFG,0
20,AAAAABBBCCDDEFGHIJKL,1
20,AABBCCDDEEFGHIJKLMNO,1
20,AAAAABBBBCCDDEEFGHIJ,0
20,AAAAAAABBBCCCDDDEEEF,0
20,AAAAAAAAABBBBBCDEFGH,0
20,AAAAABBBBCCDDEEFFGHI,0
20,AABBCCDDEEFFGHIJKLMN,1
20,AAAAAAAAAAABBBBBBBCD,0
20,AAAAAAAABBBBCCCCDDEF,0
20,AAAAABBCCDDEEFFGGHIJ,0
20,AAAAAABBBBBCCCDEFGHI,0
20,AAAAAAAAAABBBBBBBCCC,0
20,AABBCCDEFGHIJKLMNOPQ,0
20,AAAAAAAAAABBBCCDDEFG,0
20,AAAAAABBBBCCCDDEEFFG,0
20,AAAAAAAABBBCCCDDDEEF,0
20,AAAAAAABBBBBCCDDEFGH,0
20,AAABBBCCCDDDEEEFFFGG,0
20,AAAAAAAABBBBCCDDEFGH,0
20,AAAAAAABBBCCCDEFGHIJ,0
20,AAAAAAABBBCCDDEEFFGH,0
20,AAABBBCCCDDDEEEFFFGH,0
20,AAAAAAABBBBBCCCDDEFG,0
20,AAAAAAAABBBBBBCDEFGH,0
20,AAAAAABBCCDDEEFGHIJK,0
20,AAAAAAAABBBCCDDEEFFG,0
20,AAAAAAAAABBBBCCCCDEF,0
20,AAABBCCDDEEFFGGHIJKL,11
20,AAAAAAABBBBBCCCCDEFG,0
20,AAAAAAAABBBCCDDEFGHI,0
20,AAAAAABBCCDDEFGHIJKL,1
20,AAAAAAAAAABBCCDDEEFG,0
20,AAAAAAAAABBBBBBBCCCC,0
20,AAAAAAABBBBBCCCDDDEF,0
20,AAABBBCCCDDDEEEFGHIJ,0
20,AAAAAAAAAAABBBBCCDEF,0
20,AAAAAAAAAABBBBBBBBCC,0
20,AAAAAABBBBBBCCCCDDEE,0
20,AAAAAAABBBBBBCCDEFGH,0
20,AAAAAABBBBBCCCCDDEFG,0
20,AAAAAAAAAABBBCDEFGHI,0
20,AAAAAAABBBBBBBCCCDDE,0
20,AAAAAAABBBBBBBCCCDDD,0
20,AAAAAAAAAABCDEFGHIJK,0
20,AAAAAAAAAAAABBBBBCDE,0
20,AAAABBBBCCCCDEFGHIJK,0
20,AAAAAABBBBCCCDDDEEEF,0
20,AAAAABBBBBCCCCCDEFGH,0
20,AAAAAABBBCCDDEEFGHIJ,0
20,AAAABBBCCCDDDEEFFGGH,0
20,AAAAAAAABBBBBBCCDEFG,0
20,AAAAABBBBBCCCCDDEEFF,0
20,AAAABBBBCCCDDEEFFGHI,0
20,AAAAAABBBBBCCDDEEFFG,0
20,AAAAAAAAAAAAABBBCCDD,0
20,AAAAAAAAABBBBBBCDEFG,0
20,AAAAABBBBCCCCDDDEEFG,0
20,AAAAAABBBCCDEFGHIJKL,0
20,AAAAAAAABBCCDDEFGHIJ,0
20,AAAAAAAAABBBBBCCCDDD,0
20,AAAAABBBBBCCCCCDDDEF,0
20,AAAAAAAAAAAAAAAAABCD,0
20,AAAAABBBBCCCCDDDDEEF,0
20,AAAAAAABBBBBBCCCCCCD,0
20,AAAABBBBCCCDDDEFGHIJ,0
20,AAAAAAAAABBBCCCDDEFG,0
20,AAAABBBBCCCCDDDDEEEE,0
20,AAAAAAAABBBBBCCCCDDE,0
20,AAAAAAABBBBBCCCCDDEE,0
20,AAAAAAAAAAAABBBBCCCC,0
20,AAAAABBBBBCCCCDDDDEF,0
20,AAAABBBBCCCDEFGHIJKL,1
20,AAAAAAAAABBBCCDDEEFF,0
20,AAAAABBBCCDDEEFFGHIJ,0
20,AAAABBBCCCDDDEEEFFGG,0
20,AAAAAAAAAAAAABBBCDEF,0
20,AAAAAABBBBCCDDEEFFGH,0
20,AAAAAABBBBBCCCDDEEFF,0
20,AAAAAAAAAAABBBBCCCDD,0
20,AAAAAAAAABBCCDEFGHIJ,0
20,AAABBBCCDDEFGHIJKLMN,3
20,AAAAAAAAABBBCCDEFGHI,0
20,AAAAAAAAABBBBBBCCCDE,0
20,AAAAABBBBCCCDDEEFGHI,1
20,AAAAAAAABBBBCDEFGHIJ,0
20,AAAAAAAAABBBBBCCDEFG,0
20,AAAABBBBCCCCDDDDEEFF,0
20,AAAAAAAAAABBBBBBCCDD,0
20,AAAABBBCCDEFGHIJKLMN,1
20,AAAAAAAAABBBBBBBBCDE,0
20,AAAAAAABBBBBBCCCCDDD,0
20,AAAAAABBBBBBCCCDDDEE,0
21,AAAAAAABBBBBBBCCCCDEF,0
21,AAAAABBBBBCCCCDDDDEFG,0
21,AAAAAAAABBBBBCCCDDDEF,0
21,AAAAAAABBBBBBBCCCCCCD,0
21,AAAAABBBCCDDEEFFGGHIJ,0
21,AAABBCCDDEEFFGGHHIIJK,0
21,AAAAAAAAAAABBCCDDEEFG,0
21,AAABBCCDDEEFFGGHHIIJJ,0
21,AAAAAABBCCDDEEFFGHIJK,0
21,AAAAAAAAAABBBBBCCCDEF,0
21,AAAAAAAAAAABBCCDDEEFF,0
21,AAAAAAAAAABBCCDEFGHIJ,0
21,AAAAAAAAAAABBBBBCCCDD,0
21,AAAAAAAABBCCDDEEFGHIJ,0
21,AAAAAABBBCCDDEEFFGGHH,0
21,AAAAAAABBBBBCCCCCDDDE,0
21,AAAAAAAABBBBBBBBCCCCC,0
21,AAAAAAABBBCCCDDDEFGHI,0
21,AAAAABBBCCCDDEEFFGHIJ,2
21,AAAAAAAABBBBCCCDDDEEF,0
21,AAAAAAAAAAABBBBBCCDEF,0
21,AAAABBBCCDDEEFFGGHHII,0
21,AAAAAABBBBBBCCCDDEEFF,0
21,AAAAAAABBBBCCCCDDDEEE,0
21,AAAAAAAABBBBCCCCDDDEE,0
21,AAABBBCCDDEEFFGGHIJKL,6
21,AAAAAAABBCCDDEEFFGHIJ,0
21,AAAAAAAAAABBBCCDDEEFG,0
21,AAAAABBBCCCDDDEEEFFGG,0
21,AAAABBBBCCCCDDDDEEFFG,0
21,AAAAAAABBBBBBCCDDEEFF,0
21,AABBCCDEFGHIJKLMNOPQR,0
21,AAAAAAABBBBCCDDEEFGHI,0
21,AAAAAAAAAABBBBBBCCCDD,0
21,AAAAAAABBBCCCDDEEFFGH,0
21,AAAAAABBBCCDDEEFFGHIJ,0
21,AAAAAABBBBCCCDDDEEFGH,0
21,AAAAABBBBBCCCDDEEFFGH,0
21,AAAAAABBBBBCCCCCDDDEE,0
21,AAABBCCDDEEFFGHIJKLMN,2
21,AABBCCDDEEFGHIJKLMNOP,0
21,AAAABBCDEFGHIJKLMNOPQ,0
21,AAAAAAAAAAAAAABBCCDDE,0
21,AAAAAABBBBBBCCCCCDDEF,0
21,AAAAAAAAAABBBBBCCDDEE,0
21,AAAAAAABBBBCCCCDDDDEF,0
21,AAAAAAAABBBBBBCCCDDEF,0
21,AAAAABBBBBCCCDDDEEEFF,0
21,AAAAAAAAAAABBBBCCCDEF,0
21,AAAAAAAAABBBCDEFGHIJK,0
21,AAAAAAAAABBBCCCDDEFGH,0
21,AAAABBBCCCDDDEEEFFFGG,0
21,AAAAABBBBBCCDEFGHIJKL,0
21,AAAAAABBBBBCDEFGHIJKL,0
21,AAAAAAAAAAAAAABBBBBBC,0
21,AAABBBCCCDDDEEFFGGHHI,0
21,AAAAAAABBBBBBCCCCDDEF,0
21,AAAAAAAABBBCCCDDDEEEF,0
21,AAAAAAAAAAAAABBBBBBBC,0
21,AAAAAAAAAABBBBBBBCCCD,0
21,AAAAABBBBBCCCCCDDDDDE,0
21,AAAAAAAAAAAABBBBBBBBC,0
21,AAAAAAABBBCCDDEEFFGGH,0
21,AABCDEFGHIJKLMNOPQRST,0
21,AAAAABBBBBCCCCDDEEFGH,0
21,AAAAABBBCCCDEFGHIJKLM,0
21,AAAAAAAABBBBCCCCDDDEF,0
21,AAAAAAAAAABBBBBBBCDEF,0
21,AAAAAAAAABBBBBBBBBCCD,0
21,AAAAAAABBBBBCCCCDEFGH,0
21,AAAABBBBCCCDDEEFFGHIJ,2
21,AAAAAAAAAAAABCDEFGHIJ,0
21,AAAAAAAABBBBCCDDEEFFG,0
21,AAAAAAABBBCCDDEFGHIJK,0
21,AAAAAAAAABBBBBBCCCCDE,0
21,AAAAAAAAABBBBBCCDEFGH,0
21,AAAAAAAABBBBBBCCCDDDE,0
21,AAAAAAAAAAAABBBBCCDEF,0
21,AAAAAAAABBBBBCCCCDEFG,0
21,AAAAAAAABBBBCCCDDDEFG,0
21,AAAAABBBBBCCCDDEEFGHI,0
21,AAAAAAAABBBBBCCCDEFGH,0
